gene_id,gene_name,genome
ENSMUSG00000110628,Gm37797,GRCm39
ENSMUSG00000110629,4930567H12Rik,GRCm39
ENSMUSG00000110630,K230015D01Rik,GRCm39
ENSMUSG00000110631,Gm42047,GRCm39
ENSMUSG00000110632,Gm45880,GRCm39
ENSMUSG00000110633,Gm32122,GRCm39
ENSMUSG00000110634,Gm45895,GRCm39
ENSMUSG00000110635,Gm45853,GRCm39
ENSMUSG00000110636,Gm39397,GRCm39
ENSMUSG00000110637,Gm7807,GRCm39
ENSMUSG00000110638,Gm45887,GRCm39
ENSMUSG00000110639,Gm6831,GRCm39
ENSMUSG00000110640,Gm45903,GRCm39
ENSMUSG00000110641,Gm45826,GRCm39
ENSMUSG00000110642,Gm45710,GRCm39
ENSMUSG00000110643,Gm18924,GRCm39
ENSMUSG00000110644,Gm7390,GRCm39
ENSMUSG00000110645,Or7f1-ps1,GRCm39
ENSMUSG00000110646,Or2n2-ps1,GRCm39
ENSMUSG00000110647,Gm17745,GRCm39
ENSMUSG00000110648,Gm38574,GRCm39
ENSMUSG00000110649,Gm40466,GRCm39
ENSMUSG00000110650,Gm19170,GRCm39
ENSMUSG00000110651,Gm45770,GRCm39
ENSMUSG00000110652,Gm33023,GRCm39
ENSMUSG00000110653,Gm34418,GRCm39
ENSMUSG00000110654,Gm45746,GRCm39
ENSMUSG00000110655,Gm45798,GRCm39
ENSMUSG00000110656,Gm20735,GRCm39
ENSMUSG00000110657,Gm7684,GRCm39
ENSMUSG00000110658,Gm45857,GRCm39
ENSMUSG00000110659,Gm45727,GRCm39
ENSMUSG00000110660,Gm5362,GRCm39
ENSMUSG00000110661,Gm31805,GRCm39
ENSMUSG00000110662,Gm45722,GRCm39
ENSMUSG00000110663,Gm39157,GRCm39
ENSMUSG00000110664,Aprt-ps,GRCm39
ENSMUSG00000110665,Gm31786,GRCm39
ENSMUSG00000110666,Gm9172,GRCm39
ENSMUSG00000110667,Gm45720,GRCm39
ENSMUSG00000110668,Gm19885,GRCm39
ENSMUSG00000110669,Gm10060,GRCm39
ENSMUSG00000110670,Gm30132,GRCm39
ENSMUSG00000110671,Or7g24-ps1,GRCm39
ENSMUSG00000110672,Gm45786,GRCm39
ENSMUSG00000110673,Gm45833,GRCm39
ENSMUSG00000110674,Gm45892,GRCm39
ENSMUSG00000110675,Or8c12-ps1,GRCm39
ENSMUSG00000110676,Gm45897,GRCm39
ENSMUSG00000110677,Gm45777,GRCm39
ENSMUSG00000110678,Gm18645,GRCm39
ENSMUSG00000110679,Rpl10-ps5,GRCm39
ENSMUSG00000110680,Gm6796,GRCm39
ENSMUSG00000110681,Gm45796,GRCm39
ENSMUSG00000110682,A530010L16Rik,GRCm39
ENSMUSG00000110683,Gm45874,GRCm39
ENSMUSG00000110684,Gm45866,GRCm39
ENSMUSG00000110685,Gm5373,GRCm39
ENSMUSG00000110686,Gm45855,GRCm39
ENSMUSG00000110687,Gm45764,GRCm39
ENSMUSG00000110688,Gm45696,GRCm39
ENSMUSG00000110689,Gm45731,GRCm39
ENSMUSG00000110690,Gm18001,GRCm39
ENSMUSG00000110691,Gm5363,GRCm39
ENSMUSG00000110692,Gm33460,GRCm39
ENSMUSG00000110693,Gm45899,GRCm39
ENSMUSG00000110694,Gm45782,GRCm39
ENSMUSG00000110695,Gm45766,GRCm39
ENSMUSG00000110696,Gm45706,GRCm39
ENSMUSG00000110697,Gm31718,GRCm39
ENSMUSG00000110698,Gm45875,GRCm39
ENSMUSG00000110699,Gm20946,GRCm39
ENSMUSG00000110700,Gm5357,GRCm39
ENSMUSG00000110701,Gm6013,GRCm39
ENSMUSG00000110702,Gm45767,GRCm39
ENSMUSG00000110703,Gm45821,GRCm39
ENSMUSG00000110704,Gm45732,GRCm39
ENSMUSG00000110705,Gm45701,GRCm39
ENSMUSG00000110706,Gm45709,GRCm39
ENSMUSG00000110707,Gm45795,GRCm39
ENSMUSG00000110708,Gnb1-ps3,GRCm39
ENSMUSG00000110709,1700018P08Rik,GRCm39
ENSMUSG00000110710,C78859,GRCm39
ENSMUSG00000110711,Gm45760,GRCm39
ENSMUSG00000110712,Gm39662,GRCm39
ENSMUSG00000110713,Gm30606,GRCm39
ENSMUSG00000110714,Gm45910,GRCm39
ENSMUSG00000110715,Gm5131,GRCm39
ENSMUSG00000110716,Gm39271,GRCm39
ENSMUSG00000110717,1700047G07Rik,GRCm39
ENSMUSG00000110718,Gm45765,GRCm39
ENSMUSG00000110719,Gm2716,GRCm39
ENSMUSG00000110720,Gm46223,GRCm39
ENSMUSG00000110721,Gm47231,GRCm39
ENSMUSG00000110722,Gm48716,GRCm39
ENSMUSG00000110723,Gm49353,GRCm39
ENSMUSG00000110724,Gm47824,GRCm39
ENSMUSG00000110725,Gm47129,GRCm39
ENSMUSG00000110726,Gm18101,GRCm39
ENSMUSG00000110727,Gm48784,GRCm39
ENSMUSG00000110729,Gm47117,GRCm39
ENSMUSG00000110730,Gm19385,GRCm39
ENSMUSG00000110731,Gm47049,GRCm39
ENSMUSG00000110732,Gm48674,GRCm39
ENSMUSG00000110734,Gm18934,GRCm39
ENSMUSG00000110735,Gm47173,GRCm39
ENSMUSG00000110736,Or8ac1-ps1,GRCm39
ENSMUSG00000110737,4930444F02Rik,GRCm39
ENSMUSG00000110738,Gm47092,GRCm39
ENSMUSG00000110739,Gm17950,GRCm39
ENSMUSG00000110740,Gm48853,GRCm39
ENSMUSG00000110741,Gm48091,GRCm39
ENSMUSG00000110744,Gm5171,GRCm39
ENSMUSG00000110745,Gm8106,GRCm39
ENSMUSG00000110747,Gm35657,GRCm39
ENSMUSG00000110748,Gm19228,GRCm39
ENSMUSG00000110749,Gm47931,GRCm39
ENSMUSG00000110750,Gm48702,GRCm39
ENSMUSG00000110751,C230053D17Rik,GRCm39
ENSMUSG00000110752,D730003K21Rik,GRCm39
ENSMUSG00000110753,Gm18391,GRCm39
ENSMUSG00000110754,4930405J17Rik,GRCm39
ENSMUSG00000110755,BC049987,GRCm39
ENSMUSG00000110756,Gm47786,GRCm39
ENSMUSG00000110757,Gm18228,GRCm39
ENSMUSG00000110758,Gm48092,GRCm39
ENSMUSG00000110759,Gm6607,GRCm39
ENSMUSG00000110760,Gm39456,GRCm39
ENSMUSG00000110761,Gm29761,GRCm39
ENSMUSG00000110762,Gm48229,GRCm39
ENSMUSG00000110765,Gm47468,GRCm39
ENSMUSG00000110766,Gm47214,GRCm39
ENSMUSG00000110767,Gm31432,GRCm39
ENSMUSG00000110768,Gm18541,GRCm39
ENSMUSG00000110769,Gm47783,GRCm39
ENSMUSG00000110770,Tpi-rs5,GRCm39
ENSMUSG00000110771,Gm47785,GRCm39
ENSMUSG00000110772,Gm47856,GRCm39
ENSMUSG00000110773,Gm39326,GRCm39
ENSMUSG00000110774,Gm39318,GRCm39
ENSMUSG00000110776,Gm2829,GRCm39
ENSMUSG00000110778,Gm8171,GRCm39
ENSMUSG00000110779,Gm48271,GRCm39
ENSMUSG00000110780,Or8g31-ps1,GRCm39
ENSMUSG00000110781,Gm31992,GRCm39
ENSMUSG00000110782,Gm48198,GRCm39
ENSMUSG00000110783,Gm48821,GRCm39
ENSMUSG00000110784,Gm39436,GRCm39
ENSMUSG00000110786,Gm5119,GRCm39
ENSMUSG00000110787,Gm6667,GRCm39
ENSMUSG00000110788,Gm33700,GRCm39
ENSMUSG00000110789,Gm33053,GRCm39
ENSMUSG00000110790,Gm47079,GRCm39
ENSMUSG00000110791,Gm47508,GRCm39
ENSMUSG00000110792,Or10aq1-ps1,GRCm39
ENSMUSG00000110793,Gm7395,GRCm39
ENSMUSG00000110794,4930401A07Rik,GRCm39
ENSMUSG00000110795,Gm47179,GRCm39
ENSMUSG00000110799,4930543K20Rik,GRCm39
ENSMUSG00000110801,Gm48736,GRCm39
ENSMUSG00000110802,Gm47141,GRCm39
ENSMUSG00000110803,Gm20275,GRCm39
ENSMUSG00000110804,Or8k37,GRCm39
ENSMUSG00000110808,Gm5364,GRCm39
ENSMUSG00000110809,Gm46138,GRCm39
ENSMUSG00000110810,Or9b2-ps1,GRCm39
ENSMUSG00000110811,Gm48729,GRCm39
ENSMUSG00000110812,Gm48407,GRCm39
ENSMUSG00000110813,Gm31497,GRCm39
ENSMUSG00000110814,Gm38661,GRCm39
ENSMUSG00000110815,Gm47345,GRCm39
ENSMUSG00000110816,Gm19178,GRCm39
ENSMUSG00000110817,Gm47723,GRCm39
ENSMUSG00000110819,Or4a79,GRCm39
ENSMUSG00000110821,Gm47176,GRCm39
ENSMUSG00000110822,Gm18305,GRCm39
ENSMUSG00000110823,Gm36799,GRCm39
ENSMUSG00000110824,Gm48677,GRCm39
ENSMUSG00000110825,Gm8959,GRCm39
ENSMUSG00000110826,Gm47262,GRCm39
ENSMUSG00000110827,Gm32281,GRCm39
ENSMUSG00000110828,Gm47517,GRCm39
ENSMUSG00000110829,Gm47638,GRCm39
ENSMUSG00000110830,Gm46218,GRCm39
ENSMUSG00000110831,Gm48159,GRCm39
ENSMUSG00000110832,Gm48125,GRCm39
ENSMUSG00000110833,Gm47981,GRCm39
ENSMUSG00000110834,Gm39469,GRCm39
ENSMUSG00000110835,Gm48563,GRCm39
ENSMUSG00000110836,Gm48801,GRCm39
ENSMUSG00000110837,Gm18729,GRCm39
ENSMUSG00000110838,Gm47789,GRCm39
ENSMUSG00000110839,Gm47800,GRCm39
ENSMUSG00000110840,Gm47496,GRCm39
ENSMUSG00000110841,Gpx4-ps2,GRCm39
ENSMUSG00000110843,Gm35552,GRCm39
ENSMUSG00000110844,Gm47680,GRCm39
ENSMUSG00000110845,Gm47481,GRCm39
ENSMUSG00000110846,Gm18508,GRCm39
ENSMUSG00000110847,Gm18705,GRCm39
ENSMUSG00000110848,Gm47663,GRCm39
ENSMUSG00000110849,ENSMUSG00000110849,GRCm39
ENSMUSG00000110851,Gm48902,GRCm39
ENSMUSG00000110853,Gm47436,GRCm39
ENSMUSG00000110854,Gm48345,GRCm39
ENSMUSG00000110855,Olfr1007-ps1,GRCm39
ENSMUSG00000110856,Timm29-ps1,GRCm39
ENSMUSG00000110857,Gm48330,GRCm39
ENSMUSG00000110858,Gm18160,GRCm39
ENSMUSG00000110862,Gm35835,GRCm39
ENSMUSG00000110863,Gm34655,GRCm39
ENSMUSG00000110864,Gm31374,GRCm39
ENSMUSG00000110865,Gm47046,GRCm39
ENSMUSG00000110866,Gm48362,GRCm39
ENSMUSG00000110867,Gm7368,GRCm39
ENSMUSG00000110869,Gm49628,GRCm39
ENSMUSG00000110870,Gm47081,GRCm39
ENSMUSG00000110872,Gm48255,GRCm39
ENSMUSG00000110873,Gm48652,GRCm39
ENSMUSG00000110874,D030045P18Rik,GRCm39
ENSMUSG00000110875,Gm47100,GRCm39
ENSMUSG00000110876,4933411E02Rik,GRCm39
ENSMUSG00000110877,Gm47427,GRCm39
ENSMUSG00000110878,Or8y2-ps1,GRCm39
ENSMUSG00000110879,Or9g10,GRCm39
ENSMUSG00000110880,Gm48431,GRCm39
ENSMUSG00000110881,Or8c19-ps1,GRCm39
ENSMUSG00000110882,Gm7642,GRCm39
ENSMUSG00000110884,Gm47416,GRCm39
ENSMUSG00000110885,Gm48739,GRCm39
ENSMUSG00000110886,Olfr1108-ps1,GRCm39
ENSMUSG00000110887,Cbx3-ps8,GRCm39
ENSMUSG00000110888,Gm47237,GRCm39
ENSMUSG00000110889,Gm19611,GRCm39
ENSMUSG00000110891,Gm40639,GRCm39
ENSMUSG00000110892,Gm18585,GRCm39
ENSMUSG00000110893,Gm47392,GRCm39
ENSMUSG00000110894,Gm48335,GRCm39
ENSMUSG00000110895,Gm48822,GRCm39
ENSMUSG00000110896,Gm48273,GRCm39
ENSMUSG00000110897,Gm47085,GRCm39
ENSMUSG00000110898,Gm40638,GRCm39
ENSMUSG00000110899,Gm48840,GRCm39
ENSMUSG00000110901,Gm48393,GRCm39
ENSMUSG00000110902,Gm33104,GRCm39
ENSMUSG00000110903,Gm47857,GRCm39
ENSMUSG00000110905,Gm48007,GRCm39
ENSMUSG00000110908,Gm48434,GRCm39
ENSMUSG00000110909,B020014A21Rik,GRCm39
ENSMUSG00000110910,4921534A09Rik,GRCm39
ENSMUSG00000110911,Gm47068,GRCm39
ENSMUSG00000110912,Or8k33,GRCm39
ENSMUSG00000110913,Gm47192,GRCm39
ENSMUSG00000110914,Gm48611,GRCm39
ENSMUSG00000110915,Gm36198,GRCm39
ENSMUSG00000110916,2310003N18Rik,GRCm39
ENSMUSG00000110917,Gm33056,GRCm39
ENSMUSG00000110918,Gm48862,GRCm39
ENSMUSG00000110919,Dppa5b,GRCm39
ENSMUSG00000110920,Gm48858,GRCm39
ENSMUSG00000110922,Gm35177,GRCm39
ENSMUSG00000110923,Gm47499,GRCm39
ENSMUSG00000110924,Gm40518,GRCm39
ENSMUSG00000110925,Gm47858,GRCm39
ENSMUSG00000110926,Gm5917,GRCm39
ENSMUSG00000110927,Gm48506,GRCm39
ENSMUSG00000110928,Gm48114,GRCm39
ENSMUSG00000110929,Gm47757,GRCm39
ENSMUSG00000110930,Gm19936,GRCm39
ENSMUSG00000110932,Gm48640,GRCm39
ENSMUSG00000110935,Gm8834,GRCm39
ENSMUSG00000110936,Gm19212,GRCm39
ENSMUSG00000110937,Gm47629,GRCm39
ENSMUSG00000110938,1700124M09Rik,GRCm39
ENSMUSG00000110940,Or13c10-ps1,GRCm39
ENSMUSG00000110941,Gm48477,GRCm39
ENSMUSG00000110942,Gm47029,GRCm39
ENSMUSG00000110943,Gm30674,GRCm39
ENSMUSG00000110944,Gm19174,GRCm39
ENSMUSG00000110945,Gm9856,GRCm39
ENSMUSG00000110946,Gm47604,GRCm39
ENSMUSG00000110947,Or10ak11,GRCm39
ENSMUSG00000110949,Nudt8,GRCm39
ENSMUSG00000110950,Gm39384,GRCm39
ENSMUSG00000110951,Gm47001,GRCm39
ENSMUSG00000110952,Gm18226,GRCm39
ENSMUSG00000110953,Or5n1-ps1,GRCm39
ENSMUSG00000110956,Gm48834,GRCm39
ENSMUSG00000110957,Gm7439,GRCm39
ENSMUSG00000110958,Gm33332,GRCm39
ENSMUSG00000110959,Gm47198,GRCm39
ENSMUSG00000110960,Supt4b,GRCm39
ENSMUSG00000110962,Gm47062,GRCm39
ENSMUSG00000110964,Gm20953,GRCm39
ENSMUSG00000110966,Gm47255,GRCm39
ENSMUSG00000110967,Gm40608,GRCm39
ENSMUSG00000110968,Gm19208,GRCm39
ENSMUSG00000110969,Gm47174,GRCm39
ENSMUSG00000110970,Or13c7b,GRCm39
ENSMUSG00000110972,5830462O15Rik,GRCm39
ENSMUSG00000110973,Gm48130,GRCm39
ENSMUSG00000110976,Gm48093,GRCm39
ENSMUSG00000110977,Gm48598,GRCm39
ENSMUSG00000110978,Or5aj1-ps1,GRCm39
ENSMUSG00000110980,Gm47204,GRCm39
ENSMUSG00000110981,Gm35940,GRCm39
ENSMUSG00000110982,Gm48565,GRCm39
ENSMUSG00000110983,Gm47679,GRCm39
ENSMUSG00000110984,Gm47131,GRCm39
ENSMUSG00000110985,Or8ab2-ps1,GRCm39
ENSMUSG00000110986,Gm20276,GRCm39
ENSMUSG00000110987,Gm47048,GRCm39
ENSMUSG00000110988,Gm29909,GRCm39
ENSMUSG00000110989,Gm7444,GRCm39
ENSMUSG00000110991,Olfr908,GRCm39
ENSMUSG00000110992,Gm35371,GRCm39
ENSMUSG00000110993,Gm47963,GRCm39
ENSMUSG00000110995,Gm18789,GRCm39
ENSMUSG00000110996,Gm36251,GRCm39
ENSMUSG00000110997,2610028D06Rik,GRCm39
ENSMUSG00000110998,I730028E13Rik,GRCm39
ENSMUSG00000110999,Or8z2-ps1,GRCm39
ENSMUSG00000111000,Gm47108,GRCm39
ENSMUSG00000111001,Gm8767,GRCm39
ENSMUSG00000111002,Gm47674,GRCm39
ENSMUSG00000111003,Gm47122,GRCm39
ENSMUSG00000111004,Gm48272,GRCm39
ENSMUSG00000111005,Gm33619,GRCm39
ENSMUSG00000111006,Gm10826,GRCm39
ENSMUSG00000111008,Gm31562,GRCm39
ENSMUSG00000111010,Gm20734,GRCm39
ENSMUSG00000111012,Gm7588,GRCm39
ENSMUSG00000111013,Gm32468,GRCm39
ENSMUSG00000111014,Gm47795,GRCm39
ENSMUSG00000111015,Gm3126,GRCm39
ENSMUSG00000111016,Gm48462,GRCm39
ENSMUSG00000111017,Gm48314,GRCm39
ENSMUSG00000111018,Or8g25-ps1,GRCm39
ENSMUSG00000111019,Gm39404,GRCm39
ENSMUSG00000111020,Gm1715,GRCm39
ENSMUSG00000111021,Or1j21,GRCm39
ENSMUSG00000111022,Gm36367,GRCm39
ENSMUSG00000111023,Gm48391,GRCm39
ENSMUSG00000111025,Gm47185,GRCm39
ENSMUSG00000111027,Gm2981,GRCm39
ENSMUSG00000111028,Gm5922,GRCm39
ENSMUSG00000111029,Or4ae1-ps1,GRCm39
ENSMUSG00000111030,Gm47234,GRCm39
ENSMUSG00000111031,Gm47458,GRCm39
ENSMUSG00000111032,Or8n1-ps1,GRCm39
ENSMUSG00000111033,Gm34322,GRCm39
ENSMUSG00000111034,Gm48066,GRCm39
ENSMUSG00000111035,Gm33054,GRCm39
ENSMUSG00000111036,Gm47502,GRCm39
ENSMUSG00000111037,Gm47235,GRCm39
ENSMUSG00000111039,Gm47000,GRCm39
ENSMUSG00000111041,Gm3011,GRCm39
ENSMUSG00000111042,Gm18252,GRCm39
ENSMUSG00000111043,2210414F02Rik,GRCm39
ENSMUSG00000111044,Gm47106,GRCm39
ENSMUSG00000111045,Gm47598,GRCm39
ENSMUSG00000111046,Gm46197,GRCm39
ENSMUSG00000111047,Gm4780,GRCm39
ENSMUSG00000111048,Gm48173,GRCm39
ENSMUSG00000111049,Gm34184,GRCm39
ENSMUSG00000111050,Gm47877,GRCm39
ENSMUSG00000111051,Gm47084,GRCm39
ENSMUSG00000111052,Gm20139,GRCm39
ENSMUSG00000111053,Gm49343,GRCm39
ENSMUSG00000111054,4930545L08Rik,GRCm39
ENSMUSG00000111055,D030034A15Rik,GRCm39
ENSMUSG00000111056,Gm39317,GRCm39
ENSMUSG00000111057,Gm3442,GRCm39
ENSMUSG00000111058,Gm36033,GRCm39
ENSMUSG00000111059,Gm33838,GRCm39
ENSMUSG00000111060,Gm47238,GRCm39
ENSMUSG00000111061,Gm46102,GRCm39
ENSMUSG00000111062,Gm47253,GRCm39
ENSMUSG00000111063,Zfp660,GRCm39
ENSMUSG00000111064,Gm30285,GRCm39
ENSMUSG00000111065,Gm47676,GRCm39
ENSMUSG00000111066,Gm30313,GRCm39
ENSMUSG00000111067,Gm48714,GRCm39
ENSMUSG00000111068,Gm35501,GRCm39
ENSMUSG00000111069,Gm48646,GRCm39
ENSMUSG00000111070,Gm47596,GRCm39
ENSMUSG00000111071,Olfr1266-ps1,GRCm39
ENSMUSG00000111072,Gm9068,GRCm39
ENSMUSG00000111073,Or10d5b,GRCm39
ENSMUSG00000111074,Gm36435,GRCm39
ENSMUSG00000111075,Gm47964,GRCm39
ENSMUSG00000111077,Gm48743,GRCm39
ENSMUSG00000111078,Gm35028,GRCm39
ENSMUSG00000111079,Gm47112,GRCm39
ENSMUSG00000111080,Gm20300,GRCm39
ENSMUSG00000111081,Gm47498,GRCm39
ENSMUSG00000111082,Gm30934,GRCm39
ENSMUSG00000111083,Gm48274,GRCm39
ENSMUSG00000111084,Gm48292,GRCm39
ENSMUSG00000111085,Gm7607,GRCm39
ENSMUSG00000111086,Gm48671,GRCm39
ENSMUSG00000111087,Gm47168,GRCm39
ENSMUSG00000111088,9430081H08Rik,GRCm39
ENSMUSG00000111089,Gm49427,GRCm39
ENSMUSG00000111090,Gm30698,GRCm39
ENSMUSG00000111091,Gm48651,GRCm39
ENSMUSG00000111092,Gm17875,GRCm39
ENSMUSG00000111093,Or12a1-ps1,GRCm39
ENSMUSG00000111094,Gm34425,GRCm39
ENSMUSG00000111095,Gm18165,GRCm39
ENSMUSG00000111096,Gm47203,GRCm39
ENSMUSG00000111097,Gm34069,GRCm39
ENSMUSG00000111098,Gm48057,GRCm39
ENSMUSG00000111100,Gm47535,GRCm39
ENSMUSG00000111102,Gm48189,GRCm39
ENSMUSG00000111103,1700016J18Rik,GRCm39
ENSMUSG00000111104,Gm8512,GRCm39
ENSMUSG00000111105,Gm5023,GRCm39
ENSMUSG00000111106,Gm3318,GRCm39
ENSMUSG00000111107,Gm48737,GRCm39
ENSMUSG00000111108,Gm17795,GRCm39
ENSMUSG00000111109,Gm30933,GRCm39
ENSMUSG00000111110,Gm36855,GRCm39
ENSMUSG00000111111,Gm47037,GRCm39
ENSMUSG00000111112,Btf3-ps15,GRCm39
ENSMUSG00000111114,Gm18703,GRCm39
ENSMUSG00000111115,Gm47144,GRCm39
ENSMUSG00000111116,Gm48065,GRCm39
ENSMUSG00000111117,A730065G17Rik,GRCm39
ENSMUSG00000111118,Gm6545,GRCm39
ENSMUSG00000111119,Gm34005,GRCm39
ENSMUSG00000111120,Gm49332,GRCm39
ENSMUSG00000111121,Gm3523,GRCm39
ENSMUSG00000111122,Gm5949,GRCm39
ENSMUSG00000111124,Gm48373,GRCm39
ENSMUSG00000111126,Gm39329,GRCm39
ENSMUSG00000111127,Gm5010,GRCm39
ENSMUSG00000111128,Gm49338,GRCm39
ENSMUSG00000111129,Gm47542,GRCm39
ENSMUSG00000111131,9930024M15Rik,GRCm39
ENSMUSG00000111132,Gm48142,GRCm39
ENSMUSG00000111133,Gm5831,GRCm39
ENSMUSG00000111135,Gm47670,GRCm39
ENSMUSG00000111137,Gm2553,GRCm39
ENSMUSG00000111139,Gm47497,GRCm39
ENSMUSG00000111141,Gm47115,GRCm39
ENSMUSG00000111142,Gm48131,GRCm39
ENSMUSG00000111143,Gm47134,GRCm39
ENSMUSG00000111144,Gm48193,GRCm39
ENSMUSG00000111146,Gm35454,GRCm39
ENSMUSG00000111147,Gm33699,GRCm39
ENSMUSG00000111148,Gm2774,GRCm39
ENSMUSG00000111149,Gm26564,GRCm39
ENSMUSG00000111151,Gm5120,GRCm39
ENSMUSG00000111152,Gm48490,GRCm39
ENSMUSG00000111153,Gm18820,GRCm39
ENSMUSG00000111154,Gm47229,GRCm39
ENSMUSG00000111155,Gm47197,GRCm39
ENSMUSG00000111156,Gm48814,GRCm39
ENSMUSG00000111157,Gm47887,GRCm39
ENSMUSG00000111159,Or10ak13,GRCm39
ENSMUSG00000111160,Gm48855,GRCm39
ENSMUSG00000111161,Gm48849,GRCm39
ENSMUSG00000111162,Gm7293,GRCm39
ENSMUSG00000111163,Gm46136,GRCm39
ENSMUSG00000111164,Gm47803,GRCm39
ENSMUSG00000111165,4930553I21Rik,GRCm39
ENSMUSG00000111166,Tpi-rs4,GRCm39
ENSMUSG00000111167,Gm39321,GRCm39
ENSMUSG00000111168,Gm48468,GRCm39
ENSMUSG00000111169,Gm34004,GRCm39
ENSMUSG00000111171,Gm47815,GRCm39
ENSMUSG00000111172,Gm39302,GRCm39
ENSMUSG00000111173,Gm48297,GRCm39
ENSMUSG00000111174,Or4a68,GRCm39
ENSMUSG00000111175,Gm19640,GRCm39
ENSMUSG00000111176,Gm47233,GRCm39
ENSMUSG00000111177,Rps2-ps3,GRCm39
ENSMUSG00000111179,Or5g27,GRCm39
ENSMUSG00000111180,Gm39348,GRCm39
ENSMUSG00000111181,Gm48124,GRCm39
ENSMUSG00000111182,Gm35430,GRCm39
ENSMUSG00000111183,Gm48486,GRCm39
ENSMUSG00000111184,Gm49661,GRCm39
ENSMUSG00000111186,Gm48135,GRCm39
ENSMUSG00000111188,Gm19709,GRCm39
ENSMUSG00000111189,Gm48293,GRCm39
ENSMUSG00000111190,Or8g29-ps1,GRCm39
ENSMUSG00000111191,Gm6015,GRCm39
ENSMUSG00000111192,Gm47128,GRCm39
ENSMUSG00000111193,Gm35288,GRCm39
ENSMUSG00000111194,Gm47180,GRCm39
ENSMUSG00000111195,Gm48215,GRCm39
ENSMUSG00000111196,Gm47581,GRCm39
ENSMUSG00000111197,Gm10608,GRCm39
ENSMUSG00000111198,Gm34263,GRCm39
ENSMUSG00000111199,Gm47875,GRCm39
ENSMUSG00000111200,Gm33728,GRCm39
ENSMUSG00000111201,Gm47178,GRCm39
ENSMUSG00000111202,Gm48275,GRCm39
ENSMUSG00000111203,Gm48719,GRCm39
ENSMUSG00000111204,Gm47320,GRCm39
ENSMUSG00000111205,Gm39307,GRCm39
ENSMUSG00000111207,Gm8125,GRCm39
ENSMUSG00000111208,Gm48197,GRCm39
ENSMUSG00000111209,Gm7529,GRCm39
ENSMUSG00000111210,Gm18378,GRCm39
ENSMUSG00000111211,Gm48233,GRCm39
ENSMUSG00000111212,5330432J10Rik,GRCm39
ENSMUSG00000111213,Gm47867,GRCm39
ENSMUSG00000111215,Gm48654,GRCm39
ENSMUSG00000111216,Gm47044,GRCm39
ENSMUSG00000111217,Gm48711,GRCm39
ENSMUSG00000111218,Gm46999,GRCm39
ENSMUSG00000111219,Gm38642,GRCm39
ENSMUSG00000111221,Gm47133,GRCm39
ENSMUSG00000111222,Gm34158,GRCm39
ENSMUSG00000111223,Gm47089,GRCm39
ENSMUSG00000111224,Gm18669,GRCm39
ENSMUSG00000111225,Gm47790,GRCm39
ENSMUSG00000111227,Gm20149,GRCm39
ENSMUSG00000111228,Gm48789,GRCm39
ENSMUSG00000111229,Gm39323,GRCm39
ENSMUSG00000111231,Gm47054,GRCm39
ENSMUSG00000111232,A730043L09Rik,GRCm39
ENSMUSG00000111233,Gm47069,GRCm39
ENSMUSG00000111234,4930591E09Rik,GRCm39
ENSMUSG00000111235,Gm4657,GRCm39
ENSMUSG00000111236,Gm31614,GRCm39
ENSMUSG00000111238,Gm19113,GRCm39
ENSMUSG00000111239,Or4a75,GRCm39
ENSMUSG00000111240,Gm39312,GRCm39
ENSMUSG00000111241,Gm19121,GRCm39
ENSMUSG00000111242,Gm8155,GRCm39
ENSMUSG00000111243,Gm4668,GRCm39
ENSMUSG00000111244,Gm47130,GRCm39
ENSMUSG00000111245,Gm39388,GRCm39
ENSMUSG00000111246,4930517E14Rik,GRCm39
ENSMUSG00000111248,Or10e1-ps1,GRCm39
ENSMUSG00000111249,Gm47717,GRCm39
ENSMUSG00000111250,Gm47818,GRCm39
ENSMUSG00000111251,Gm18671,GRCm39
ENSMUSG00000111252,Gm47317,GRCm39
ENSMUSG00000111253,Gm34654,GRCm39
ENSMUSG00000111254,Gm48717,GRCm39
ENSMUSG00000111256,Gm48094,GRCm39
ENSMUSG00000111257,Gm21089,GRCm39
ENSMUSG00000111258,Gm34397,GRCm39
ENSMUSG00000111259,Or10ak7,GRCm39
ENSMUSG00000111260,Gm47714,GRCm39
ENSMUSG00000111262,Gm47354,GRCm39
ENSMUSG00000111263,Gm7680,GRCm39
ENSMUSG00000111264,E030022I16Rik,GRCm39
ENSMUSG00000111265,Gm47784,GRCm39
ENSMUSG00000111266,Gm30570,GRCm39
ENSMUSG00000111267,Gm18292,GRCm39
ENSMUSG00000111268,Gm47126,GRCm39
ENSMUSG00000111269,Gm47933,GRCm39
ENSMUSG00000111270,Gm47066,GRCm39
ENSMUSG00000111271,Gm48127,GRCm39
ENSMUSG00000111272,Gm7787,GRCm39
ENSMUSG00000111273,Or6c7,GRCm39
ENSMUSG00000111274,Gm47409,GRCm39
ENSMUSG00000111275,Gm29824,GRCm39
ENSMUSG00000111276,Gm47778,GRCm39
ENSMUSG00000111278,Gm32743,GRCm39
ENSMUSG00000111280,Gm47239,GRCm39
ENSMUSG00000111281,Gm48830,GRCm39
ENSMUSG00000111282,Gm47528,GRCm39
ENSMUSG00000111283,E230034D01Rik,GRCm39
ENSMUSG00000111284,Gm47334,GRCm39
ENSMUSG00000111285,Gm47051,GRCm39
